,0,1
0,2.8834414339282337,-5.645208735912056
1,2.8448777977185604,-5.170328255821626
2,2.673059062563662,-5.181858971343909
3,2.8150465973105074,-5.003365025866368
4,2.8403955540404495,-5.640748521691091
5,3.294072727171011,-6.042597761362478
6,2.7448708516208873,-5.213214216338633
7,2.9397019932957495,-5.487165934398733
8,2.6703867899075493,-4.748632854732366
9,2.8878946156562404,-5.2267419520056455
10,3.0643573892809917,-5.970966842931096
11,2.9529166727754808,-5.324662918664441
12,2.772701224265096,-5.109601438420751
13,2.33423955837811,-4.815825190888211
14,2.931831859128243,-6.516121183356106
15,3.292494807703614,-5.697486361969381
16,2.951164825653691,-6.124402337219341
17,2.9193618594318984,-5.634909617427891
18,3.3737104774547286,-6.199408965837684
19,2.9847196389972734,-5.81415563845589
20,3.2561805358536065,-5.73036739001045
21,3.027429796438923,-5.737290798307654
22,2.352463060723933,-5.438449354007804
23,3.261963100453188,-5.419826505238773
24,3.2100975989134706,-5.263309486771794
25,3.0525878964270197,-5.200451903778231
26,3.097269819682409,-5.4461165534661875
27,3.005424557257363,-5.695783527832879
28,2.926487313816018,-5.649668950133023
29,2.930239988701652,-5.120505539451262
30,2.973285868589436,-5.124965753672227
31,3.156567436102276,-5.750671440970553
32,3.003452791443623,-5.373254037996686
33,3.0624146854173557,-5.59648387113185
34,2.8878946156562404,-5.2267419520056455
35,2.69610053103373,-5.415387922963237
36,2.942739050348101,-5.949763623416422
37,2.8878946156562404,-5.2267419520056455
38,2.5778700825902345,-4.835649720360654
39,2.9759581412455485,-5.558191870283769
40,2.797378736102769,-5.584334825507071
41,2.6975747796095932,-4.430416486113027
42,2.5642906187142644,-4.968781163688797
43,3.1623209387517535,-5.492084038161931
44,3.3635479660182575,-5.722051944114862
45,2.8445420752724258,-5.089003201452423
46,3.0345261888729387,-5.804003612975839
47,2.7225298899931927,-5.090381891494655
48,3.0281012413311923,-5.899940907046059
49,2.8607647498544044,-5.4410513566988765
50,6.8527127343502405,-5.996527180106462
51,6.49964232139645,-5.600974734240505
52,7.030620694600751,-5.807734116144758
53,5.733968849386143,-4.485503773087933
54,6.648784372477518,-5.385286639505041
55,6.201167362492465,-4.858128533357285
56,6.6639708177709895,-5.545313113606942
57,4.801792125583058,-4.299969242643782
58,6.606409937482003,-5.543476534022477
59,5.54823492790914,-4.548840877569157
60,4.9687638326636065,-4.729487220584816
61,6.0747601193854335,-5.174067043379822
62,5.814278044562129,-4.804965086301542
63,6.546776598616002,-5.15759659214891
64,5.386578704190712,-5.03772861481426
65,6.493553096300838,-5.778237082679926
66,6.223172601674025,-4.899635803832061
67,5.793544064351935,-4.975290678887607
68,6.495027344876701,-4.793265645829717
69,5.599077707073312,-4.7307105332336565
70,6.683303784296437,-5.153594267470178
71,5.917557077395012,-5.244487996718513
72,6.8538221985298655,-4.982184170850104
73,6.481725479546657,-5.111629107453168
74,6.276716715444415,-5.46277809414505
75,6.464086680289023,-5.640645425130816
76,6.8930863415819115,-5.567761277715885
77,7.122465957025797,-5.558067141778067
78,6.374986925411207,-5.11717382570814
79,5.249715796064142,-4.9604058851237935
80,5.483884315682168,-4.613570019648764
81,5.362236914799173,-4.644320282097144
82,5.693930964600605,-4.99559472984771
83,6.9388486670668215,-4.851036400110538
84,6.150660305774427,-4.757583932061987
85,6.376958691224948,-5.439703315544332
86,6.7866544479424915,-5.706584532303115
87,6.3669259345018565,-4.971906684311369
88,5.808423849149376,-5.002038616657253
89,5.720389385510172,-4.6186352164160756
90,6.020587129585842,-4.613695480707448
91,6.454259891298687,-5.244613457777197
92,5.786447671917919,-4.908577864219422
93,4.844838005470842,-4.3044294568647485
94,5.914520020342661,-4.781890307700824
95,5.89448654697484,-5.06291252706224
96,5.937196704416491,-4.986047686914004
97,6.2042044195448165,-5.320726222374975
